or_del_country	date(or_date_acquire)
	31.01.2019
CH	31.01.2019
CH	31.01.2019
DE	31.01.2019
	31.01.2019
	31.01.2019
SE	31.01.2019
CH	31.01.2019
CH	31.01.2019
	31.01.2019
DE	31.01.2019
NL	31.01.2019
DK	31.01.2019
DK	31.01.2019
	31.01.2019
	31.01.2019
	31.01.2019
SE	31.01.2019
DE	31.01.2019
DE	31.01.2019
NL	31.01.2019
	31.01.2019
CH	31.01.2019
CH	31.01.2019
	31.01.2019
DE	31.01.2019
DE	31.01.2019
DE	31.01.2019
DE	31.01.2019
DE	31.01.2019
ES	31.01.2019
CA	31.01.2019
	31.01.2019
DE	31.01.2019
CH	31.01.2019
CA	31.01.2019
CH	31.01.2019
CH	31.01.2019
CH	31.01.2019
AU	31.01.2019
AU	31.01.2019
AU	31.01.2019
DE	31.01.2019
AU	31.01.2019
NZ	01.02.2019
AU	01.02.2019
AU	01.02.2019
AU	01.02.2019
NZ	01.02.2019
	01.02.2019
AT	01.02.2019
RE	01.02.2019
RE	01.02.2019
DE	01.02.2019
RE	01.02.2019
DE	01.02.2019
RE	01.02.2019
SE	01.02.2019
RE	01.02.2019
RE	01.02.2019
RE	01.02.2019
DE	01.02.2019
RE	01.02.2019
DE	01.02.2019
DE	01.02.2019
RE	01.02.2019
DE	01.02.2019
IT	01.02.2019
SE	01.02.2019
DE	01.02.2019
	01.02.2019
RE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
RE	01.02.2019
DE	01.02.2019
DE	01.02.2019
RE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
NL	01.02.2019
DE	01.02.2019
RE	01.02.2019
NL	01.02.2019
DE	01.02.2019
RE	01.02.2019
RE	01.02.2019
	01.02.2019
NL	01.02.2019
ES	01.02.2019
DE	01.02.2019
NL	01.02.2019
CH	01.02.2019
DE	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
DE	01.02.2019
NL	01.02.2019
SE	01.02.2019
	01.02.2019
	01.02.2019
DE	01.02.2019
DE	01.02.2019
NL	01.02.2019
DE	01.02.2019
NL	01.02.2019
NO	01.02.2019
CH	01.02.2019
DE	01.02.2019
	01.02.2019
NL	01.02.2019
DE	01.02.2019
DE	01.02.2019
NL	01.02.2019
	01.02.2019
CH	01.02.2019
DE	01.02.2019
DE	01.02.2019
NL	01.02.2019
IT	01.02.2019
NL	01.02.2019
NL	01.02.2019
DE	01.02.2019
SE	01.02.2019
NL	01.02.2019
NO	01.02.2019
NL	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DK	01.02.2019
DE	01.02.2019
DE	01.02.2019
SE	01.02.2019
	01.02.2019
DE	01.02.2019
DK	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
IE	01.02.2019
DE	01.02.2019
SE	01.02.2019
FR	01.02.2019
DK	01.02.2019
	01.02.2019
RE	01.02.2019
CH	01.02.2019
SE	01.02.2019
DK	01.02.2019
ES	01.02.2019
SE	01.02.2019
CH	01.02.2019
DK	01.02.2019
NL	01.02.2019
DE	01.02.2019
DK	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
	01.02.2019
DE	01.02.2019
NO	01.02.2019
DK	01.02.2019
SE	01.02.2019
BE	01.02.2019
DE	01.02.2019
NL	01.02.2019
SE	01.02.2019
SE	01.02.2019
NO	01.02.2019
NO	01.02.2019
DK	01.02.2019
NL	01.02.2019
DE	01.02.2019
GR	01.02.2019
ES	01.02.2019
	01.02.2019
	01.02.2019
DE	01.02.2019
NL	01.02.2019
DE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
DE	01.02.2019
NO	01.02.2019
DE	01.02.2019
NL	01.02.2019
SE	01.02.2019
DE	01.02.2019
CZ	01.02.2019
NL	01.02.2019
DE	01.02.2019
DE	01.02.2019
CH	01.02.2019
SE	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
	01.02.2019
ES	01.02.2019
	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
DE	01.02.2019
	01.02.2019
SI	01.02.2019
DE	01.02.2019
DK	01.02.2019
SE	01.02.2019
DE	01.02.2019
DK	01.02.2019
DE	01.02.2019
SE	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
	01.02.2019
SE	01.02.2019
SE	01.02.2019
IE	01.02.2019
SE	01.02.2019
SE	01.02.2019
NL	01.02.2019
NL	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
SE	01.02.2019
SI	01.02.2019
DE	01.02.2019
	01.02.2019
DE	01.02.2019
SE	01.02.2019
SE	01.02.2019
BE	01.02.2019
ES	01.02.2019
BE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DK	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
NO	01.02.2019
NO	01.02.2019
SE	01.02.2019
SE	01.02.2019
DE	01.02.2019
NL	01.02.2019
NL	01.02.2019
SE	01.02.2019
	01.02.2019
	01.02.2019
NL	01.02.2019
NO	01.02.2019
BE	01.02.2019
DE	01.02.2019
NL	01.02.2019
SE	01.02.2019
DE	01.02.2019
CH	01.02.2019
SE	01.02.2019
SE	01.02.2019
NL	01.02.2019
NL	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
DE	01.02.2019
DE	01.02.2019
SE	01.02.2019
CH	01.02.2019
NL	01.02.2019
IS	01.02.2019
DE	01.02.2019
SE	01.02.2019
NL	01.02.2019
SE	01.02.2019
SE	01.02.2019
SE	01.02.2019
NL	01.02.2019
NL	01.02.2019
SE	01.02.2019
SE	01.02.2019
SE	01.02.2019
NL	01.02.2019
CH	01.02.2019
ES	01.02.2019
SE	01.02.2019
DE	01.02.2019
FR	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
NL	01.02.2019
SE	01.02.2019
DE	01.02.2019
SE	01.02.2019
DE	01.02.2019
DK	01.02.2019
DE	01.02.2019
SE	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
CH	01.02.2019
SE	01.02.2019
CH	01.02.2019
SE	01.02.2019
	01.02.2019
DE	01.02.2019
SE	01.02.2019
SE	01.02.2019
SE	01.02.2019
	01.02.2019
SE	01.02.2019
IE	01.02.2019
DE	01.02.2019
DE	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
	01.02.2019
DE	01.02.2019
AT	01.02.2019
SE	01.02.2019
DE	01.02.2019
ES	01.02.2019
CA	01.02.2019
CA	01.02.2019
ES	01.02.2019
CA	01.02.2019
	01.02.2019
CA	01.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
DE	02.02.2019
AT	02.02.2019
AT	02.02.2019
DE	02.02.2019
AT	02.02.2019
AT	02.02.2019
NL	02.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
DE	03.02.2019
NO	03.02.2019
NO	03.02.2019
DE	03.02.2019
DE	03.02.2019
AU	03.02.2019
AU	04.02.2019
AU	04.02.2019
AU	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
AU	04.02.2019
AU	04.02.2019
AU	04.02.2019
AT	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
AT	04.02.2019
	04.02.2019
LT	04.02.2019
CH	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
SE	04.02.2019
	04.02.2019
DK	04.02.2019
CH	04.02.2019
SE	04.02.2019
CH	04.02.2019
ES	04.02.2019
ES	04.02.2019
BE	04.02.2019
ES	04.02.2019
DE	04.02.2019
AT	04.02.2019
DE	04.02.2019
NO	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
NO	04.02.2019
AT	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
AT	04.02.2019
DE	04.02.2019
BE	04.02.2019
AT	04.02.2019
AT	04.02.2019
DE	04.02.2019
AT	04.02.2019
SE	04.02.2019
	04.02.2019
SE	04.02.2019
AT	04.02.2019
NO	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
NL	04.02.2019
DE	04.02.2019
SE	04.02.2019
NO	04.02.2019
IT	04.02.2019
NL	04.02.2019
SE	04.02.2019
DE	04.02.2019
AT	04.02.2019
DE	04.02.2019
SE	04.02.2019
	04.02.2019
	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
CH	04.02.2019
DE	04.02.2019
CH	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
SI	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DK	04.02.2019
DE	04.02.2019
NL	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
BE	04.02.2019
DE	04.02.2019
CH	04.02.2019
ES	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
SE	04.02.2019
IL	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
ES	04.02.2019
DE	04.02.2019
NO	04.02.2019
CH	04.02.2019
SE	04.02.2019
	04.02.2019
SE	04.02.2019
NL	04.02.2019
BE	04.02.2019
BE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
BE	04.02.2019
SE	04.02.2019
SE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
FR	04.02.2019
DE	04.02.2019
SE	04.02.2019
BE	04.02.2019
NL	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
BE	04.02.2019
SE	04.02.2019
BE	04.02.2019
	04.02.2019
SE	04.02.2019
FR	04.02.2019
BE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
SE	04.02.2019
BE	04.02.2019
NL	04.02.2019
SE	04.02.2019
SE	04.02.2019
SE	04.02.2019
BE	04.02.2019
SE	04.02.2019
NL	04.02.2019
NL	04.02.2019
BE	04.02.2019
CH	04.02.2019
SE	04.02.2019
BE	04.02.2019
FR	04.02.2019
BE	04.02.2019
DE	04.02.2019
DE	04.02.2019
BE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DK	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
CH	04.02.2019
DK	04.02.2019
NO	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
	04.02.2019
	04.02.2019
DK	04.02.2019
SE	04.02.2019
DE	04.02.2019
SE	04.02.2019
ES	04.02.2019
DK	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
SE	04.02.2019
FR	04.02.2019
SE	04.02.2019
SE	04.02.2019
SE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
NO	04.02.2019
NO	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
NL	04.02.2019
AT	04.02.2019
SE	04.02.2019
CH	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
NO	04.02.2019
NL	04.02.2019
NL	04.02.2019
DE	04.02.2019
DE	04.02.2019
IE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
IT	04.02.2019
	04.02.2019
ES	04.02.2019
CH	04.02.2019
CH	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
IS	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DK	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
DE	04.02.2019
IE	04.02.2019
DE	04.02.2019
SE	04.02.2019
DE	04.02.2019
ES	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
NL	04.02.2019
DE	04.02.2019
DE	04.02.2019
BE	04.02.2019
CH	04.02.2019
CH	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
SE	04.02.2019
FR	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
BE	04.02.2019
LU	04.02.2019
SE	04.02.2019
CH	04.02.2019
LU	04.02.2019
NO	04.02.2019
LU	04.02.2019
NL	04.02.2019
ES	04.02.2019
DE	04.02.2019
SE	04.02.2019
NL	04.02.2019
NL	04.02.2019
SE	04.02.2019
DE	04.02.2019
SE	04.02.2019
BE	04.02.2019
DE	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
FR	04.02.2019
CH	04.02.2019
	04.02.2019
DE	04.02.2019
CH	04.02.2019
	04.02.2019
NL	04.02.2019
NO	04.02.2019
BE	04.02.2019
SE	04.02.2019
BE	04.02.2019
DE	04.02.2019
BE	04.02.2019
	04.02.2019
	04.02.2019
CH	04.02.2019
DE	04.02.2019
DE	04.02.2019
IT	04.02.2019
DE	04.02.2019
NL	04.02.2019
DE	04.02.2019
ES	04.02.2019
SE	04.02.2019
	04.02.2019
SE	04.02.2019
DE	04.02.2019
	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
NL	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
ES	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
DE	04.02.2019
	04.02.2019
	04.02.2019
DE	04.02.2019
AU	04.02.2019
CA	04.02.2019
DE	04.02.2019
DE	04.02.2019
AU	05.02.2019
DE	05.02.2019
DE	05.02.2019
AU	05.02.2019
AU	05.02.2019
AU	05.02.2019
AU	05.02.2019
AU	05.02.2019
AU	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
AT	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
ES	05.02.2019
FI	05.02.2019
DE	05.02.2019
ES	05.02.2019
ES	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
ES	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
FI	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
BE	05.02.2019
DE	05.02.2019
DE	05.02.2019
BE	05.02.2019
BE	05.02.2019
BE	05.02.2019
BE	05.02.2019
BE	05.02.2019
CH	05.02.2019
BE	05.02.2019
SE	05.02.2019
CH	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
CH	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
FR	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
AT	05.02.2019
NO	05.02.2019
AT	05.02.2019
DE	05.02.2019
FR	05.02.2019
SI	05.02.2019
DE	05.02.2019
ES	05.02.2019
DE	05.02.2019
DE	05.02.2019
NL	05.02.2019
NL	05.02.2019
NL	05.02.2019
CH	05.02.2019
SE	05.02.2019
	05.02.2019
	05.02.2019
SE	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
SE	05.02.2019
CZ	05.02.2019
DK	05.02.2019
CZ	05.02.2019
DK	05.02.2019
DK	05.02.2019
NL	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
BE	05.02.2019
DE	05.02.2019
ES	05.02.2019
CH	05.02.2019
CH	05.02.2019
NO	05.02.2019
LB	05.02.2019
CH	05.02.2019
SE	05.02.2019
BE	05.02.2019
SE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
BE	05.02.2019
DE	05.02.2019
ES	05.02.2019
SE	05.02.2019
CZ	05.02.2019
CZ	05.02.2019
IT	05.02.2019
CH	05.02.2019
DE	05.02.2019
BE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DK	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
CH	05.02.2019
NL	05.02.2019
BE	05.02.2019
SE	05.02.2019
IE	05.02.2019
DE	05.02.2019
CH	05.02.2019
	05.02.2019
SE	05.02.2019
CH	05.02.2019
DE	05.02.2019
CH	05.02.2019
SE	05.02.2019
CH	05.02.2019
DE	05.02.2019
CH	05.02.2019
AT	05.02.2019
DE	05.02.2019
SE	05.02.2019
CH	05.02.2019
CH	05.02.2019
FI	05.02.2019
DE	05.02.2019
CH	05.02.2019
IT	05.02.2019
DE	05.02.2019
CH	05.02.2019
SE	05.02.2019
SE	05.02.2019
SE	05.02.2019
ES	05.02.2019
IE	05.02.2019
NO	05.02.2019
CH	05.02.2019
	05.02.2019
DE	05.02.2019
NL	05.02.2019
NO	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
NL	05.02.2019
NL	05.02.2019
DK	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
NL	05.02.2019
NO	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
BE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
NO	05.02.2019
NL	05.02.2019
DE	05.02.2019
SE	05.02.2019
	05.02.2019
ES	05.02.2019
SE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
IE	05.02.2019
SE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
IE	05.02.2019
BE	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
DE	05.02.2019
DK	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
NL	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
CH	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
NL	05.02.2019
DK	05.02.2019
	05.02.2019
	05.02.2019
DK	05.02.2019
SE	05.02.2019
CH	05.02.2019
SE	05.02.2019
CH	05.02.2019
SE	05.02.2019
DK	05.02.2019
DK	05.02.2019
	05.02.2019
	05.02.2019
NO	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
SE	05.02.2019
DE	05.02.2019
CH	05.02.2019
SE	05.02.2019
DK	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
NO	05.02.2019
DK	05.02.2019
DE	05.02.2019
SE	05.02.2019
NO	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
CY	05.02.2019
DK	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
	05.02.2019
SE	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DK	05.02.2019
DK	05.02.2019
DE	05.02.2019
ES	05.02.2019
SE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
SE	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
DK	05.02.2019
	05.02.2019
DE	05.02.2019
NO	05.02.2019
SE	05.02.2019
DE	05.02.2019
SE	05.02.2019
NO	05.02.2019
	05.02.2019
SE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
ES	05.02.2019
CH	05.02.2019
CH	05.02.2019
SE	05.02.2019
	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
NL	05.02.2019
ES	05.02.2019
SE	05.02.2019
ES	05.02.2019
	05.02.2019
DE	05.02.2019
CH	05.02.2019
DE	05.02.2019
SE	05.02.2019
SE	05.02.2019
IE	05.02.2019
DE	05.02.2019
SE	05.02.2019
DE	05.02.2019
DE	05.02.2019
SE	05.02.2019
SE	05.02.2019
SE	05.02.2019
SE	05.02.2019
ES	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
IE	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
DE	05.02.2019
	05.02.2019
DE	05.02.2019
	05.02.2019
	05.02.2019
	05.02.2019
CA	05.02.2019
AU	05.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
AU	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
SE	06.02.2019
SE	06.02.2019
DE	06.02.2019
AU	06.02.2019
DE	06.02.2019
DE	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
CH	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DK	06.02.2019
DE	06.02.2019
DK	06.02.2019
DE	06.02.2019
DE	06.02.2019
CH	06.02.2019
NO	06.02.2019
DK	06.02.2019
NO	06.02.2019
AT	06.02.2019
SE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
SE	06.02.2019
DE	06.02.2019
SE	06.02.2019
DE	06.02.2019
SE	06.02.2019
NO	06.02.2019
FR	06.02.2019
DE	06.02.2019
SE	06.02.2019
CH	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
SE	06.02.2019
FR	06.02.2019
DE	06.02.2019
DE	06.02.2019
	06.02.2019
DE	06.02.2019
DE	06.02.2019
DK	06.02.2019
FR	06.02.2019
CH	06.02.2019
DE	06.02.2019
FR	06.02.2019
DE	06.02.2019
DE	06.02.2019
SE	06.02.2019
DE	06.02.2019
DE	06.02.2019
	06.02.2019
SE	06.02.2019
DE	06.02.2019
BE	06.02.2019
DE	06.02.2019
LT	06.02.2019
DE	06.02.2019
LT	06.02.2019
SE	06.02.2019
CH	06.02.2019
BE	06.02.2019
DE	06.02.2019
DE	06.02.2019
BE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DK	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
SE	06.02.2019
BE	06.02.2019
BE	06.02.2019
BE	06.02.2019
DE	06.02.2019
DE	06.02.2019
BE	06.02.2019
BE	06.02.2019
DE	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
DE	06.02.2019
DE	06.02.2019
DE	06.02.2019
NL	06.02.2019
DE	06.02.2019
DE	06.02.2019
SE	06.02.2019
	06.02.2019
	06.02.2019
	06.02.2019
DE	06.02.2019
CH	06.02.2019
NL	06.02.2019
IS	06.02.2019
	06.02.2019
IS	06.02.2019
IS	06.02.2019
IT	06.02.2019
DE	06.02.2019
DE	06.02.2019
NO	06.02.2019
IS	06.02.2019
