RC7UYgJd2o0EeyLF1F20qZGFENICS;Mild depolar shift of voltag depend of activ (right shift)@en-us;mild depolarizing shift of voltage dependence of activation (right shift);r c7 u yg jd2o0 eey l f1 f20q z g;mild depolarizing shift of voltage dependence of activation (right shift)@en-us;mild depolar shift of voltag depend of activ (right shift)
RBJiFsljKf9Ot340DhQvUTFENICS;effect on ion channel function involv multipl biophys properti;effect on ion channel function involving multiple biophysical properties;r b ji fslj kf9 ot340 dh qv u t;Effect on ion channel function involv multipl biophys properties@en-us;effect on ion channel function involving multiple biophysical properties@en-us
RDTMAY4Nsd5P8hpcBUUypxUFENICS;r d t m a y4 nsd5 p8hpc b u uypx u;overall gain-of-function effect due to neuronal network properties@en-us;Overal gain-of-funct effect due to neuron network properties@en-us;overal gain-of-funct effect due to neuron network properti;overall gain-of-function effect due to neuronal network properties
RDuKs2x3U7Ftv1RPSUUW7bGFENICS;overal mix or unclear function effect with respect to biophys channel activ;Overal mix or unclear function effect with respect to biophys channel activity@en-us;overall mixed or unclear functional effect with respect to biophysical channel activity;r du ks2x3 u7 ftv1 r p s u u w7b g;overall mixed or unclear functional effect with respect to biophysical channel activity@en-us
R9YmpNJrUqHfe8VU8jjemmJFENICS;severe decrease in peak current;sever decreas in peak current;severe decrease in peak current@en-us;Sever decreas in peak current@en-us;r9 ymp n jr uq hfe8 v u8jjemm j
R8S5yVPOmxVdhhUOuyW4oyxFENICS;severe increase in peak current;r8 s5i v p omx vdhh u ouy w4oyx;severe increase in peak current@en-us;Sever increas in peak current@en-us;sever increas in peak current;r8 s5y v p omx vdhh u ouy w4oyx
R9ZPhGuiK6bJRYHFi2PqXZJFENICS;normal rate of activation (tau activation);normal rate of activation (tau activation)@en-us;normal rate of activ (tau activation);r9 z ph gui k6b j r y h fi2 pq x z j;Normal rate of activ (tau activation)@en-us
RBoUVhAjinxgCZHvQei6QsTFENICS;decrease in slope of activation (k);r bo u vh ajinxg c z hv qei6 qs t;decrease in slope of activation (k)@en-us;Decreas in slope of activ (k)@en-us;decreas in slope of activ (k)
RCxkRIG6UqWPWVsBL3fvLdoFENICS;effect on voltag depend of slow inactiv (v1/2);r cxk r i g6 uq w p w vs b l3fv ldo;effect on voltage dependence of slow inactivation (v1/2);effect on voltage dependence of slow inactivation (v1/2)@en-us;Effect on voltag depend of slow inactiv (V1/2)@en-us
R8KPCoFR36aEEBnmaUBp1tVFENICS;r8 k p co f r36a e e bnma u bp1t v;increase in slope of inactivation;increas in slope of inactiv;increase in slope of inactivation@en-us;Increas in slope of inactivation@en-us
RDyQ9lJFRvp1SJ8SKR7BkGnFENICS;effect on voltag depend of activ;effect on voltage dependence of activation@en-us;r dy q9l j f rvp1 s j8 s k r7 bk gn;effect on voltage dependence of activation;Effect on voltag depend of activation@en-us
RDcpKlApCB4PPPBO6hjgl6mFENICS;severe depolarizing shift of voltage dependence of fast inactivation (right shift);severe depolarizing shift of voltage dependence of fast inactivation (right shift)@en-us;Sever depolar shift of voltag depend of fast inactiv (right shift)@en-us;sever depolar shift of voltag depend of fast inactiv (right shift);r dcp kl ap c b4 p p p b o6hjgl6m
R7Q10ohyxQHPdcQsFmhC1SiFENICS;overal assess of ion channel function;r7 q10ohyx q h pdc qs fmh c1 si;overall assessment of ion channel function;overall assessment of ion channel function@en-us;Overal assess of ion channel function@en-us
RDI44zpLiKB8U9OBgFIDIopFENICS;effect on slope of inactiv (k);effect on slope of inactivation (k)@en-us;Effect on slope of inactiv (k)@en-us;r d i44zp li k b8 u9 o bg f i d iop;effect on slope of inactivation (k)
RMxVquE9c2j3gk6Vbhg9TWFENICS;increase in slope of slow inactivation@en-us;r mx vqu e9c2j3gk6 vbhg9 t w;increase in slope of slow inactivation;increas in slope of slow inactiv;Increas in slope of slow inactivation@en-us
RBSKgEYTBWMuaYGCUWF6iOvFENICS;overal loss-of-funct effect due to neuron network properti;r b s kg e y t b w mua y g c u w f6i ov;overall loss-of-function effect due to neuronal network properties@en-us;Overal loss-of-funct effect due to neuron network properties@en-us;overall loss-of-function effect due to neuronal network properties
RBWAIKiQem63yDopljeSmcjFENICS;r b w a i ki qem63y doplje smcj;component leading to gain-of-function (gof);r b w a i ki qem63i doplj smcj;compon lead to gain-of-funct (gof);component leading to gain-of-function (gof)@en-us;Compon lead to Gain-of-Funct (GoF)@en-us
RGZCWQhcAEWq0SY26S5m5eFENICS;normal voltage dependence of inactivation;normal voltag depend of inactiv;normal voltage dependence of inactivation@en-us;r g z c w qhc a e wq0 s y26 s5m5e;Normal voltag depend of inactivation@en-us
RQNDbYiHvI4VNvMipjKcIZFENICS;Deceler or slow of recoveri from slow inactivation@en-us;deceleration or slowing of recovery from slow inactivation;r q n db yi hv i4 v nv mipj kc i z;deceler or slow of recoveri from slow inactiv;deceleration or slowing of recovery from slow inactivation@en-us
RCvk5iSgbniWz9P4mjJsdlCFENICS;overall mixed or unclear functional effect not able to be clearly categorized as gain- or loss-of-function@en-us;r cvk5i sgbni wz9 p4mj jsdl c;Overal mix or unclear function effect not abl to be clear categor as Gain- or Loss-of-Function@en-us;overal mix or unclear function effect not abl to be clear categor as gain- or loss-of-funct;overall mixed or unclear functional effect not able to be clearly categorized as gain- or loss-of-function
Rsw2n4guhiNupAT5yaAXtbFENICS;effect on subthreshold current;rsw2n4guhi nup a t5ya a xtb;effect on subthreshold current@en-us
RCQdh0b9O2PwzpekxN1WriEFENICS;Mild hyperpolar shift of voltag depend of fast inactiv (left shift)@en-us;mild hyperpolarizing shift of voltage dependence of fast inactivation (left shift);mild hyperpolarizing shift of voltage dependence of fast inactivation (left shift)@en-us;mild hyperpolar shift of voltag depend of fast inactiv (left shift);r c qdh0b9 o2 pwzpekx n1 wri e
RDufCzpibYChlFwDOguxQBkFENICS;acceleration in rate of slow inactivation (tau inactivation)@en-us;Acceler in rate of slow inactiv (tau inactivation)@en-us;acceleration in rate of slow inactivation (tau inactivation);r duf czpib y chl fw d ogux q bk;acceler in rate of slow inactiv (tau inactivation)
RBNgNEEXTwqRuFYweKcutxeFENICS;increase in persistent current;increas in persist current;increase in persistent current@en-us;r b ng n e e x twq ru f ywe kcutxe;Increas in persist current@en-us;r b ng n e e x twq ru f ywe kcutx
RwQyQ1jQlK4mhCi3frcbsWFENICS;rw qy q1j ql k4mh ci3frcbs w;effect on ion channel biophysical properties;effect on ion channel biophys properti;effect on ion channel biophysical properties@en-us;Effect on ion channel biophys properties@en-us;rw qy q1j ql k4mh ci3frcb w
R8LYDXXexzlysXjoPyjBePmFENICS;moderate hyperpolarizing shift of voltage dependence of activation (left shift)@en-us;moder hyperpolar shift of voltag depend of activ (left shift);r8 l y d x xexzli xjo pyj be pm;r8 l y d x xexzlys xjo pyj be pm;moderate hyperpolarizing shift of voltage dependence of activation (left shift);Moder hyperpolar shift of voltag depend of activ (left shift)@en-us
R989oVaOLlRTh0b3roVWMYaFENICS;compon lead to loss-of-funct (lof);component leading to loss-of-function (lof)@en-us;Compon lead to Loss-of-Funct (LoF)@en-us;component leading to loss-of-function (lof);r989o va o ll r th0b3ro v w m ya
RCQHSBGZT4JxStSfikvi8jsFENICS;effect on entri into slow inactiv;effect on entry into slow inactivation@en-us;r c q h s b g z t4 jx st sfikvi8js;r c q h s b g z t4 jx st sfikvi8j;effect on entry into slow inactivation;Effect on entri into slow inactivation@en-us
R72fldK4dv27Jf7NqXalgS5FENICS;moder increas in peak current;r72fld k4dv27 jf7 nq xalg s5;moderate increase in peak current;Moder increas in peak current@en-us;moderate increase in peak current@en-us
RDtSd8oWO4IYoQfAWZxQBNyFENICS;r dt sd8o w o4 i yo qf a w zx q b ny;Overal gain-of-funct effect with respect to biophys channel activity@en-us;overall gain-of-function effect with respect to biophysical channel activity;overall gain-of-function effect with respect to biophysical channel activity@en-us;overal gain-of-funct effect with respect to biophys channel activ
R9Z6wISzLzKf2jr6s67a677FENICS;moderate impairment or slowing in fast inactivation (tau inactivation);moder impair or slow in fast inactiv (tau inactivation);Moder impair or slow in fast inactiv (tau inactivation)@en-us;r9 z6w i sz lz kf2jr6s67a677;moderate impairment or slowing in fast inactivation (tau inactivation)@en-us
RW0QrBvuBOwHBYFFJMntloFENICS;deceler of entri into slow inactiv;Deceler of entri into slow inactivation@en-us;r w0 qr bvu b ow h b y f f j mntlo;deceleration of entry into slow inactivation;deceleration of entry into slow inactivation@en-us
